Date,Time,Time since start (s),X (N.m),Y (N.m),Z (N.m)
04/06/2026,18:02:31,9764.8,9.65812E-07,0.0001194207,-2.397846E-05
04/06/2026,18:02:31,9765,9.645451E-07,0.0001194161,-2.39774E-05
04/06/2026,18:02:32,9765.2,9.632821E-07,0.0001194114,-2.397635E-05
04/06/2026,18:02:32,9765.4,9.620188E-07,0.0001194067,-2.397529E-05
04/06/2026,18:02:32,9765.6,9.607536E-07,0.0001194021,-2.397424E-05
04/06/2026,18:02:32,9765.8,9.59486E-07,0.0001193975,-2.397319E-05
04/06/2026,18:02:32,9766,9.582178E-07,0.0001193929,-2.397214E-05
04/06/2026,18:02:33,9766.2,9.569519E-07,0.0001193882,-2.39711E-05
04/06/2026,18:02:33,9766.4,9.556885E-07,0.0001193836,-2.397005E-05
04/06/2026,18:02:33,9766.6,9.544275E-07,0.000119379,-2.396901E-05
04/06/2026,18:02:33,9766.8,9.531716E-07,0.0001193744,-2.396796E-05
04/06/2026,18:02:33,9767,9.5192E-07,0.0001193699,-2.396693E-05
04/06/2026,18:02:34,9767.2,9.506691E-07,0.0001193653,-2.396589E-05
04/06/2026,18:02:34,9767.4,9.494173E-07,0.0001193607,-2.396486E-05
04/06/2026,18:02:34,9767.6,9.481628E-07,0.0001193562,-2.396383E-05
04/06/2026,18:02:34,9767.8,9.46901E-07,0.0001193516,-2.396279E-05
04/06/2026,18:02:34,9768,9.456328E-07,0.0001193471,-2.396176E-05
04/06/2026,18:02:35,9768.2,9.443673E-07,0.0001193426,-2.396073E-05
04/06/2026,18:02:35,9768.4,9.431058E-07,0.000119338,-2.39597E-05
04/06/2026,18:02:35,9768.6,9.418451E-07,0.0001193335,-2.395867E-05
04/06/2026,18:02:35,9768.8,9.405837E-07,0.000119329,-2.395764E-05
04/06/2026,18:02:35,9769,9.393232E-07,0.0001193245,-2.395662E-05
04/06/2026,18:02:36,9769.2,9.38062E-07,0.00011932,-2.39556E-05
04/06/2026,18:02:36,9769.4,9.367956E-07,0.0001193155,-2.395457E-05
04/06/2026,18:02:36,9769.6,9.355251E-07,0.000119311,-2.395355E-05
04/06/2026,18:02:36,9769.8,9.342539E-07,0.0001193065,-2.395253E-05
04/06/2026,18:02:36,9770,9.329843E-07,0.000119302,-2.395151E-05
04/06/2026,18:02:37,9770.2,9.317109E-07,0.0001192975,-2.395049E-05
04/06/2026,18:02:37,9770.4,9.304297E-07,0.0001192931,-2.394946E-05
04/06/2026,18:02:37,9770.6,9.291448E-07,0.0001192886,-2.394844E-05
04/06/2026,18:02:37,9770.8,9.278558E-07,0.0001192841,-2.394741E-05
04/06/2026,18:02:37,9771,9.265631E-07,0.0001192796,-2.394639E-05
04/06/2026,18:02:38,9771.2,9.252683E-07,0.0001192751,-2.394537E-05
04/06/2026,18:02:38,9771.4,9.239708E-07,0.0001192706,-2.394435E-05
04/06/2026,18:02:38,9771.6,9.226742E-07,0.0001192661,-2.394332E-05
04/06/2026,18:02:38,9771.8,9.21382E-07,0.0001192617,-2.394231E-05
04/06/2026,18:02:38,9772,9.200933E-07,0.0001192572,-2.394129E-05
04/06/2026,18:02:39,9772.2,9.188069E-07,0.0001192528,-2.394028E-05
04/06/2026,18:02:39,9772.4,9.17521E-07,0.0001192484,-2.393927E-05
04/06/2026,18:02:39,9772.6,9.162334E-07,0.000119244,-2.393826E-05
04/06/2026,18:02:39,9772.8,9.149442E-07,0.0001192396,-2.393725E-05
04/06/2026,18:02:39,9773,9.136513E-07,0.0001192351,-2.393624E-05
04/06/2026,18:02:40,9773.2,9.123563E-07,0.0001192307,-2.393523E-05
04/06/2026,18:02:40,9773.4,9.110669E-07,0.0001192263,-2.393423E-05
04/06/2026,18:02:40,9773.6,9.097799E-07,0.0001192219,-2.393322E-05
04/06/2026,18:02:40,9773.8,9.084893E-07,0.0001192176,-2.393222E-05
04/06/2026,18:02:40,9774,9.071996E-07,0.0001192132,-2.393122E-05
04/06/2026,18:02:41,9774.2,9.059123E-07,0.0001192088,-2.393022E-05
04/06/2026,18:02:41,9774.4,9.046254E-07,0.0001192045,-2.392923E-05
04/06/2026,18:02:41,9774.6,9.033425E-07,0.0001192002,-2.392824E-05
04/06/2026,18:02:41,9774.8,9.020592E-07,0.0001191958,-2.392725E-05
04/06/2026,18:02:41,9775,9.007738E-07,0.0001191915,-2.392626E-05
04/06/2026,18:02:42,9775.2,8.994893E-07,0.0001191872,-2.392527E-05
04/06/2026,18:02:42,9775.4,8.981993E-07,0.0001191829,-2.392428E-05
04/06/2026,18:02:42,9775.6,8.969027E-07,0.0001191786,-2.392329E-05
04/06/2026,18:02:42,9775.8,8.955984E-07,0.0001191742,-2.39223E-05
04/06/2026,18:02:42,9776,8.942848E-07,0.0001191699,-2.392131E-05
04/06/2026,18:02:43,9776.2,8.929661E-07,0.0001191656,-2.392032E-05
04/06/2026,18:02:43,9776.4,8.916508E-07,0.0001191613,-2.391932E-05
04/06/2026,18:02:43,9776.6,8.903397E-07,0.000119157,-2.391833E-05
04/06/2026,18:02:43,9776.8,8.890284E-07,0.0001191527,-2.391734E-05
04/06/2026,18:02:43,9777,8.877185E-07,0.0001191484,-2.391635E-05
04/06/2026,18:02:44,9777.2,8.864108E-07,0.0001191441,-2.391537E-05
04/06/2026,18:02:44,9777.4,8.851005E-07,0.0001191398,-2.391438E-05
04/06/2026,18:02:44,9777.6,8.837901E-07,0.0001191355,-2.39134E-05
04/06/2026,18:02:44,9777.8,8.824834E-07,0.0001191312,-2.391242E-05
04/06/2026,18:02:44,9778,8.811792E-07,0.000119127,-2.391144E-05
04/06/2026,18:02:45,9778.2,8.798775E-07,0.0001191227,-2.391046E-05
04/06/2026,18:02:45,9778.4,8.785738E-07,0.0001191185,-2.390948E-05
04/06/2026,18:02:45,9778.6,8.772699E-07,0.0001191142,-2.39085E-05
04/06/2026,18:02:45,9778.8,8.759685E-07,0.00011911,-2.390753E-05
04/06/2026,18:02:45,9779,8.746694E-07,0.0001191058,-2.390656E-05
04/06/2026,18:02:46,9779.2,8.733777E-07,0.0001191016,-2.39056E-05
04/06/2026,18:02:46,9779.4,8.720868E-07,0.0001190974,-2.390463E-05
04/06/2026,18:02:46,9779.6,8.707938E-07,0.0001190932,-2.390367E-05
04/06/2026,18:02:46,9779.8,8.695049E-07,0.000119089,-2.39027E-05
04/06/2026,18:02:46,9780,8.682166E-07,0.0001190848,-2.390174E-05
04/06/2026,18:02:47,9780.2,8.669247E-07,0.0001190806,-2.390078E-05
04/06/2026,18:02:47,9780.4,8.656325E-07,0.0001190765,-2.389982E-05
04/06/2026,18:02:47,9780.6,8.643425E-07,0.0001190723,-2.389886E-05
04/06/2026,18:02:47,9780.8,8.630519E-07,0.0001190682,-2.389791E-05
04/06/2026,18:02:47,9781,8.617611E-07,0.000119064,-2.389695E-05
04/06/2026,18:02:48,9781.2,8.604671E-07,0.0001190599,-2.3896E-05
04/06/2026,18:02:48,9781.4,8.591633E-07,0.0001190558,-2.389505E-05
04/06/2026,18:02:48,9781.6,8.578554E-07,0.0001190516,-2.389409E-05
04/06/2026,18:02:48,9781.8,8.565465E-07,0.0001190475,-2.389314E-05
04/06/2026,18:02:48,9782,8.552402E-07,0.0001190434,-2.389219E-05
04/06/2026,18:02:49,9782.2,8.53941E-07,0.0001190393,-2.389124E-05
04/06/2026,18:02:49,9782.4,8.526384E-07,0.0001190352,-2.389029E-05
04/06/2026,18:02:49,9782.6,8.513296E-07,0.0001190311,-2.388934E-05
04/06/2026,18:02:49,9782.8,8.500173E-07,0.0001190269,-2.388839E-05
04/06/2026,18:02:49,9783,8.487014E-07,0.0001190228,-2.388744E-05
04/06/2026,18:02:50,9783.2,8.473851E-07,0.0001190187,-2.388649E-05
04/06/2026,18:02:50,9783.4,8.460725E-07,0.0001190146,-2.388554E-05
04/06/2026,18:02:50,9783.6,8.447611E-07,0.0001190105,-2.388459E-05
04/06/2026,18:02:50,9783.8,8.434481E-07,0.0001190065,-2.388365E-05
04/06/2026,18:02:50,9784,8.421391E-07,0.0001190024,-2.388271E-05
04/06/2026,18:02:51,9784.2,8.408336E-07,0.0001189984,-2.388178E-05
04/06/2026,18:02:51,9784.4,8.395318E-07,0.0001189943,-2.388084E-05
04/06/2026,18:02:51,9784.6,8.38239E-07,0.0001189903,-2.387992E-05
04/06/2026,18:02:51,9784.8,8.369537E-07,0.0001189863,-2.387899E-05
04/06/2026,18:02:51,9785,8.356729E-07,0.0001189823,-2.387807E-05
04/06/2026,18:02:52,9785.2,8.343972E-07,0.0001189783,-2.387715E-05
04/06/2026,18:02:52,9785.4,8.331224E-07,0.0001189744,-2.387623E-05
04/06/2026,18:02:52,9785.6,8.318532E-07,0.0001189704,-2.387531E-05
04/06/2026,18:02:52,9785.8,8.305907E-07,0.0001189665,-2.38744E-05
04/06/2026,18:02:52,9786,8.293247E-07,0.0001189625,-2.387349E-05
04/06/2026,18:02:53,9786.2,8.280565E-07,0.0001189586,-2.387258E-05
04/06/2026,18:02:53,9786.4,8.267924E-07,0.0001189547,-2.387167E-05
04/06/2026,18:02:53,9786.6,8.255368E-07,0.0001189508,-2.387076E-05
04/06/2026,18:02:53,9786.8,8.242823E-07,0.0001189469,-2.386986E-05
04/06/2026,18:02:53,9787,8.230258E-07,0.000118943,-2.386896E-05
04/06/2026,18:02:54,9787.2,8.217701E-07,0.0001189391,-2.386806E-05
04/06/2026,18:02:54,9787.4,8.205124E-07,0.0001189352,-2.386716E-05
04/06/2026,18:02:54,9787.6,8.192602E-07,0.0001189313,-2.386626E-05
04/06/2026,18:02:54,9787.8,8.180137E-07,0.0001189274,-2.386536E-05
04/06/2026,18:02:54,9788,8.167729E-07,0.0001189235,-2.386447E-05
04/06/2026,18:02:55,9788.2,8.155396E-07,0.0001189197,-2.386357E-05
04/06/2026,18:02:55,9788.4,8.143102E-07,0.0001189158,-2.386268E-05
04/06/2026,18:02:55,9788.6,8.130879E-07,0.000118912,-2.386179E-05
04/06/2026,18:02:55,9788.8,8.118702E-07,0.0001189081,-2.38609E-05
04/06/2026,18:02:55,9789,8.106505E-07,0.0001189043,-2.386002E-05
04/06/2026,18:02:56,9789.2,8.094304E-07,0.0001189004,-2.385913E-05
04/06/2026,18:02:56,9789.4,8.082139E-07,0.0001188966,-2.385825E-05
04/06/2026,18:02:56,9789.6,8.070003E-07,0.0001188928,-2.385737E-05
04/06/2026,18:02:56,9789.8,8.057893E-07,0.000118889,-2.385649E-05
04/06/2026,18:02:56,9790,8.045835E-07,0.0001188852,-2.385561E-05
04/06/2026,18:02:57,9790.2,8.033816E-07,0.0001188814,-2.385473E-05
04/06/2026,18:02:57,9790.4,8.021821E-07,0.0001188776,-2.385386E-05
04/06/2026,18:02:57,9790.6,8.009808E-07,0.0001188738,-2.385299E-05
04/06/2026,18:02:57,9790.8,7.997714E-07,0.0001188701,-2.385212E-05
04/06/2026,18:02:57,9791,7.985595E-07,0.0001188663,-2.385125E-05
04/06/2026,18:02:58,9791.2,7.973577E-07,0.0001188626,-2.385039E-05
04/06/2026,18:02:58,9791.4,7.961645E-07,0.0001188589,-2.384952E-05
04/06/2026,18:02:58,9791.6,7.949707E-07,0.0001188552,-2.384867E-05
04/06/2026,18:02:58,9791.8,7.937796E-07,0.0001188515,-2.384781E-05
04/06/2026,18:02:58,9792,7.925955E-07,0.0001188478,-2.384696E-05
04/06/2026,18:02:59,9792.2,7.914156E-07,0.0001188441,-2.38461E-05
04/06/2026,18:02:59,9792.4,7.902343E-07,0.0001188404,-2.384525E-05
04/06/2026,18:02:59,9792.6,7.890552E-07,0.0001188367,-2.38444E-05
04/06/2026,18:02:59,9792.8,7.878811E-07,0.000118833,-2.384354E-05
04/06/2026,18:02:59,9793,7.867087E-07,0.0001188293,-2.384268E-05
04/06/2026,18:03:00,9793.2,7.855321E-07,0.0001188255,-2.384183E-05
04/06/2026,18:03:00,9793.4,7.84352E-07,0.0001188218,-2.384096E-05
04/06/2026,18:03:00,9793.6,7.831711E-07,0.0001188181,-2.38401E-05
04/06/2026,18:03:00,9793.8,7.81993E-07,0.0001188144,-2.383925E-05
04/06/2026,18:03:00,9794,7.808175E-07,0.0001188107,-2.383839E-05
04/06/2026,18:03:01,9794.2,7.796468E-07,0.000118807,-2.383754E-05
04/06/2026,18:03:01,9794.4,7.784789E-07,0.0001188033,-2.383668E-05
04/06/2026,18:03:01,9794.6,7.773123E-07,0.0001187996,-2.383583E-05
04/06/2026,18:03:01,9794.8,7.761496E-07,0.0001187959,-2.383498E-05
04/06/2026,18:03:01,9795,7.749829E-07,0.0001187922,-2.383413E-05
04/06/2026,18:03:02,9795.2,7.738187E-07,0.0001187885,-2.383328E-05
04/06/2026,18:03:02,9795.4,7.726601E-07,0.0001187848,-2.383243E-05
04/06/2026,18:03:02,9795.6,7.715029E-07,0.0001187812,-2.383158E-05
04/06/2026,18:03:02,9795.8,7.703483E-07,0.0001187775,-2.383074E-05
04/06/2026,18:03:02,9796,7.692004E-07,0.0001187739,-2.382989E-05
04/06/2026,18:03:03,9796.2,7.680565E-07,0.0001187702,-2.382905E-05
04/06/2026,18:03:03,9796.4,7.66914E-07,0.0001187665,-2.382821E-05
04/06/2026,18:03:03,9796.6,7.657735E-07,0.0001187629,-2.382737E-05
04/06/2026,18:03:03,9796.8,7.646321E-07,0.0001187593,-2.382653E-05
04/06/2026,18:03:03,9797,7.634901E-07,0.0001187556,-2.38257E-05
04/06/2026,18:03:04,9797.2,7.623511E-07,0.000118752,-2.382486E-05
04/06/2026,18:03:04,9797.4,7.612149E-07,0.0001187484,-2.382402E-05
04/06/2026,18:03:04,9797.6,7.600806E-07,0.0001187447,-2.382318E-05
04/06/2026,18:03:04,9797.8,7.589533E-07,0.0001187411,-2.382235E-05
04/06/2026,18:03:04,9798,7.57829E-07,0.0001187375,-2.382151E-05
04/06/2026,18:03:05,9798.2,7.566966E-07,0.0001187338,-2.382068E-05
04/06/2026,18:03:05,9798.4,7.55562E-07,0.0001187302,-2.381984E-05
04/06/2026,18:03:05,9798.6,7.544286E-07,0.0001187266,-2.3819E-05
04/06/2026,18:03:05,9798.8,7.532921E-07,0.0001187229,-2.381815E-05
04/06/2026,18:03:05,9799,7.521563E-07,0.0001187193,-2.381731E-05
04/06/2026,18:03:06,9799.2,7.510261E-07,0.0001187156,-2.381647E-05
04/06/2026,18:03:06,9799.4,7.498989E-07,0.000118712,-2.381564E-05
04/06/2026,18:03:06,9799.6,7.487724E-07,0.0001187083,-2.38148E-05
04/06/2026,18:03:06,9799.8,7.476468E-07,0.0001187047,-2.381396E-05
04/06/2026,18:03:06,9800,7.465229E-07,0.000118701,-2.381312E-05
04/06/2026,18:03:07,9800.2,7.45399E-07,0.0001186974,-2.381228E-05
04/06/2026,18:03:07,9800.4,7.442748E-07,0.0001186937,-2.381144E-05
04/06/2026,18:03:07,9800.6,7.431548E-07,0.0001186901,-2.38106E-05
04/06/2026,18:03:07,9800.8,7.420354E-07,0.0001186864,-2.380976E-05
04/06/2026,18:03:07,9801,7.409124E-07,0.0001186827,-2.380891E-05
04/06/2026,18:03:08,9801.2,7.397918E-07,0.0001186791,-2.380807E-05
04/06/2026,18:03:08,9801.4,7.386722E-07,0.0001186754,-2.380723E-05
04/06/2026,18:03:08,9801.6,7.375538E-07,0.0001186717,-2.380639E-05
04/06/2026,18:03:08,9801.8,7.364424E-07,0.0001186681,-2.380555E-05
04/06/2026,18:03:08,9802,7.353331E-07,0.0001186644,-2.380471E-05
04/06/2026,18:03:09,9802.2,7.342201E-07,0.0001186608,-2.380386E-05
04/06/2026,18:03:09,9802.4,7.331067E-07,0.0001186571,-2.380302E-05
04/06/2026,18:03:09,9802.6,7.319914E-07,0.0001186534,-2.380217E-05
04/06/2026,18:03:09,9802.8,7.308698E-07,0.0001186497,-2.380132E-05
04/06/2026,18:03:09,9803,7.297476E-07,0.000118646,-2.380047E-05
04/06/2026,18:03:10,9803.2,7.286279E-07,0.0001186423,-2.379962E-05
04/06/2026,18:03:10,9803.4,7.275107E-07,0.0001186386,-2.379878E-05
04/06/2026,18:03:10,9803.6,7.263939E-07,0.0001186349,-2.379793E-05
04/06/2026,18:03:10,9803.8,7.252767E-07,0.0001186312,-2.379709E-05
04/06/2026,18:03:10,9804,7.241634E-07,0.0001186275,-2.379624E-05
04/06/2026,18:03:11,9804.2,7.23054E-07,0.0001186239,-2.37954E-05
04/06/2026,18:03:11,9804.4,7.219425E-07,0.0001186202,-2.379455E-05
04/06/2026,18:03:11,9804.6,7.208272E-07,0.0001186165,-2.379371E-05
04/06/2026,18:03:11,9804.8,7.197099E-07,0.0001186128,-2.379286E-05
04/06/2026,18:03:11,9805,7.185865E-07,0.0001186091,-2.3792E-05
04/06/2026,18:03:12,9805.2,7.174622E-07,0.0001186054,-2.379115E-05
04/06/2026,18:03:12,9805.4,7.163447E-07,0.0001186016,-2.379029E-05
04/06/2026,18:03:12,9805.6,7.152286E-07,0.0001185979,-2.378944E-05
04/06/2026,18:03:12,9805.8,7.141149E-07,0.0001185942,-2.378858E-05
04/06/2026,18:03:12,9806,7.130082E-07,0.0001185904,-2.378773E-05
04/06/2026,18:03:13,9806.2,7.119083E-07,0.0001185867,-2.378688E-05
04/06/2026,18:03:13,9806.4,7.10815E-07,0.000118583,-2.378603E-05
04/06/2026,18:03:13,9806.6,7.097211E-07,0.0001185793,-2.378518E-05
04/06/2026,18:03:13,9806.8,7.086218E-07,0.0001185756,-2.378433E-05
04/06/2026,18:03:13,9807,7.07522E-07,0.0001185719,-2.378348E-05
04/06/2026,18:03:14,9807.2,7.064265E-07,0.0001185682,-2.378264E-05
04/06/2026,18:03:14,9807.4,7.053335E-07,0.0001185645,-2.378179E-05
04/06/2026,18:03:14,9807.6,7.042399E-07,0.0001185608,-2.378094E-05
04/06/2026,18:03:14,9807.8,7.031438E-07,0.0001185571,-2.378009E-05
04/06/2026,18:03:14,9808,7.020441E-07,0.0001185533,-2.377923E-05
04/06/2026,18:03:15,9808.2,7.009441E-07,0.0001185496,-2.377838E-05
04/06/2026,18:03:15,9808.4,6.998465E-07,0.0001185458,-2.377752E-05
04/06/2026,18:03:15,9808.6,6.987437E-07,0.0001185421,-2.377666E-05
04/06/2026,18:03:15,9808.8,6.976377E-07,0.0001185383,-2.37758E-05
04/06/2026,18:03:15,9809,6.965355E-07,0.0001185346,-2.377494E-05
04/06/2026,18:03:16,9809.2,6.954381E-07,0.0001185308,-2.377409E-05
04/06/2026,18:03:16,9809.4,6.943441E-07,0.0001185271,-2.377323E-05
04/06/2026,18:03:16,9809.6,6.932498E-07,0.0001185234,-2.377238E-05
04/06/2026,18:03:16,9809.8,6.921537E-07,0.0001185196,-2.377152E-05
04/06/2026,18:03:16,9810,6.910539E-07,0.0001185159,-2.377066E-05
04/06/2026,18:03:17,9810.2,6.899507E-07,0.0001185121,-2.376981E-05
04/06/2026,18:03:17,9810.4,6.888464E-07,0.0001185084,-2.376895E-05
04/06/2026,18:03:17,9810.6,6.877437E-07,0.0001185046,-2.376809E-05
04/06/2026,18:03:17,9810.8,6.866381E-07,0.0001185009,-2.376723E-05
04/06/2026,18:03:17,9811,6.855291E-07,0.0001184971,-2.376638E-05
04/06/2026,18:03:18,9811.2,6.844114E-07,0.0001184934,-2.376551E-05
04/06/2026,18:03:18,9811.4,6.832852E-07,0.0001184896,-2.376465E-05
04/06/2026,18:03:18,9811.6,6.821597E-07,0.0001184858,-2.376379E-05
04/06/2026,18:03:18,9811.8,6.810373E-07,0.0001184821,-2.376293E-05
04/06/2026,18:03:18,9812,6.799143E-07,0.0001184783,-2.376207E-05
04/06/2026,18:03:19,9812.2,6.787918E-07,0.0001184746,-2.376121E-05
04/06/2026,18:03:19,9812.4,6.776731E-07,0.0001184708,-2.376035E-05
04/06/2026,18:03:19,9812.6,6.765555E-07,0.0001184671,-2.375949E-05
04/06/2026,18:03:19,9812.8,6.754418E-07,0.0001184634,-2.375863E-05
04/06/2026,18:03:19,9813,6.743314E-07,0.0001184596,-2.375778E-05
04/06/2026,18:03:20,9813.2,6.732249E-07,0.0001184559,-2.375692E-05
04/06/2026,18:03:20,9813.4,6.721194E-07,0.0001184522,-2.375607E-05
04/06/2026,18:03:20,9813.6,6.710134E-07,0.0001184484,-2.375522E-05
04/06/2026,18:03:20,9813.8,6.699109E-07,0.0001184447,-2.375436E-05
04/06/2026,18:03:20,9814,6.688053E-07,0.0001184409,-2.37535E-05
04/06/2026,18:03:21,9814.2,6.676914E-07,0.0001184372,-2.375264E-05
04/06/2026,18:03:21,9814.4,6.665697E-07,0.0001184334,-2.375177E-05
04/06/2026,18:03:21,9814.6,6.654413E-07,0.0001184296,-2.375091E-05
04/06/2026,18:03:21,9814.8,6.643139E-07,0.0001184259,-2.375005E-05
04/06/2026,18:03:21,9815,6.631886E-07,0.0001184221,-2.374919E-05
04/06/2026,18:03:22,9815.2,6.620617E-07,0.0001184184,-2.374833E-05
04/06/2026,18:03:22,9815.4,6.609401E-07,0.0001184147,-2.374747E-05
04/06/2026,18:03:22,9815.6,6.59821E-07,0.0001184109,-2.374662E-05
04/06/2026,18:03:22,9815.8,6.587042E-07,0.0001184072,-2.374577E-05
04/06/2026,18:03:22,9816,6.576005E-07,0.0001184035,-2.374492E-05
04/06/2026,18:03:23,9816.2,6.565129E-07,0.0001183999,-2.374408E-05
04/06/2026,18:03:23,9816.4,6.554334E-07,0.0001183962,-2.374324E-05
04/06/2026,18:03:23,9816.6,6.543501E-07,0.0001183925,-2.37424E-05
04/06/2026,18:03:23,9816.8,6.532644E-07,0.0001183888,-2.374156E-05
04/06/2026,18:03:23,9817,6.521807E-07,0.0001183852,-2.374072E-05
04/06/2026,18:03:24,9817.2,6.510977E-07,0.0001183815,-2.373988E-05
04/06/2026,18:03:24,9817.4,6.500157E-07,0.0001183779,-2.373905E-05
04/06/2026,18:03:24,9817.6,6.489361E-07,0.0001183743,-2.373822E-05
04/06/2026,18:03:24,9817.8,6.478535E-07,0.0001183706,-2.373738E-05
04/06/2026,18:03:24,9818,6.467714E-07,0.000118367,-2.373655E-05
04/06/2026,18:03:25,9818.2,6.456918E-07,0.0001183634,-2.373572E-05
04/06/2026,18:03:25,9818.4,6.446073E-07,0.0001183597,-2.373489E-05
04/06/2026,18:03:25,9818.6,6.435149E-07,0.0001183561,-2.373405E-05
04/06/2026,18:03:25,9818.8,6.424193E-07,0.0001183525,-2.373322E-05
04/06/2026,18:03:25,9819,6.413237E-07,0.0001183489,-2.373239E-05
04/06/2026,18:03:26,9819.2,6.402251E-07,0.0001183453,-2.373156E-05
04/06/2026,18:03:26,9819.4,6.39128E-07,0.0001183416,-2.373073E-05
04/06/2026,18:03:26,9819.6,6.380339E-07,0.0001183381,-2.372991E-05
04/06/2026,18:03:26,9819.8,6.369417E-07,0.0001183345,-2.372908E-05
04/06/2026,18:03:26,9820,6.35843E-07,0.0001183309,-2.372826E-05
04/06/2026,18:03:27,9820.2,6.347341E-07,0.0001183273,-2.372743E-05
04/06/2026,18:03:27,9820.4,6.336227E-07,0.0001183237,-2.37266E-05
04/06/2026,18:03:27,9820.6,6.325093E-07,0.0001183201,-2.372577E-05
04/06/2026,18:03:27,9820.8,6.313943E-07,0.0001183165,-2.372494E-05
04/06/2026,18:03:27,9821,6.302765E-07,0.0001183129,-2.372412E-05
04/06/2026,18:03:28,9821.2,6.29155E-07,0.0001183093,-2.372329E-05
04/06/2026,18:03:28,9821.4,6.280315E-07,0.0001183057,-2.372246E-05
04/06/2026,18:03:28,9821.6,6.269008E-07,0.0001183022,-2.372164E-05
04/06/2026,18:03:28,9821.8,6.257589E-07,0.0001182986,-2.372081E-05
04/06/2026,18:03:28,9822,6.246091E-07,0.000118295,-2.371998E-05
04/06/2026,18:03:29,9822.2,6.234581E-07,0.0001182914,-2.371915E-05
04/06/2026,18:03:29,9822.4,6.223089E-07,0.0001182879,-2.371832E-05
04/06/2026,18:03:29,9822.6,6.211622E-07,0.0001182843,-2.37175E-05
04/06/2026,18:03:29,9822.8,6.200207E-07,0.0001182807,-2.371668E-05
04/06/2026,18:03:29,9823,6.188903E-07,0.0001182772,-2.371586E-05
04/06/2026,18:03:30,9823.2,6.177665E-07,0.0001182737,-2.371505E-05
04/06/2026,18:03:30,9823.4,6.166435E-07,0.0001182702,-2.371424E-05
04/06/2026,18:03:30,9823.6,6.155196E-07,0.0001182667,-2.371343E-05
04/06/2026,18:03:30,9823.8,6.143941E-07,0.0001182633,-2.371263E-05
04/06/2026,18:03:30,9824,6.132697E-07,0.0001182598,-2.371183E-05
04/06/2026,18:03:31,9824.2,6.121444E-07,0.0001182564,-2.371103E-05
04/06/2026,18:03:31,9824.4,6.110201E-07,0.0001182529,-2.371023E-05
04/06/2026,18:03:31,9824.6,6.09894E-07,0.0001182494,-2.370943E-05
04/06/2026,18:03:31,9824.8,6.087642E-07,0.000118246,-2.370863E-05
04/06/2026,18:03:31,9825,6.076335E-07,0.0001182426,-2.370783E-05
04/06/2026,18:03:32,9825.2,6.065005E-07,0.0001182391,-2.370703E-05
04/06/2026,18:03:32,9825.4,6.053606E-07,0.0001182357,-2.370624E-05
04/06/2026,18:03:32,9825.6,6.042114E-07,0.0001182323,-2.370544E-05
04/06/2026,18:03:32,9825.8,6.030509E-07,0.0001182288,-2.370463E-05
04/06/2026,18:03:32,9826,6.018861E-07,0.0001182254,-2.370383E-05
04/06/2026,18:03:33,9826.2,6.007235E-07,0.000118222,-2.370303E-05
04/06/2026,18:03:33,9826.4,5.995586E-07,0.0001182185,-2.370224E-05
04/06/2026,18:03:33,9826.6,5.983931E-07,0.0001182151,-2.370144E-05
04/06/2026,18:03:33,9826.8,5.972283E-07,0.0001182117,-2.370064E-05
04/06/2026,18:03:33,9827,5.960648E-07,0.0001182083,-2.369984E-05
04/06/2026,18:03:34,9827.2,5.948974E-07,0.0001182049,-2.369905E-05
04/06/2026,18:03:34,9827.4,5.937209E-07,0.0001182015,-2.369825E-05
04/06/2026,18:03:34,9827.6,5.925422E-07,0.0001181981,-2.369746E-05
04/06/2026,18:03:34,9827.8,5.913585E-07,0.0001181947,-2.369667E-05
04/06/2026,18:03:34,9828,5.901682E-07,0.0001181913,-2.369588E-05
04/06/2026,18:03:35,9828.2,5.889741E-07,0.000118188,-2.369509E-05
04/06/2026,18:03:35,9828.4,5.877671E-07,0.0001181846,-2.369429E-05
04/06/2026,18:03:35,9828.6,5.865516E-07,0.0001181812,-2.36935E-05
04/06/2026,18:03:35,9828.8,5.853364E-07,0.0001181778,-2.36927E-05
04/06/2026,18:03:35,9829,5.841205E-07,0.0001181744,-2.369191E-05
04/06/2026,18:03:36,9829.2,5.8291E-07,0.0001181711,-2.369112E-05
04/06/2026,18:03:36,9829.4,5.81701E-07,0.0001181677,-2.369033E-05
04/06/2026,18:03:36,9829.6,5.804878E-07,0.0001181644,-2.368954E-05
04/06/2026,18:03:36,9829.8,5.792749E-07,0.0001181611,-2.368876E-05
04/06/2026,18:03:36,9830,5.780616E-07,0.0001181578,-2.368798E-05
04/06/2026,18:03:37,9830.2,5.768456E-07,0.0001181545,-2.36872E-05
04/06/2026,18:03:37,9830.4,5.756254E-07,0.0001181511,-2.368642E-05
04/06/2026,18:03:37,9830.6,5.743987E-07,0.0001181478,-2.368564E-05
04/06/2026,18:03:37,9830.8,5.731686E-07,0.0001181445,-2.368486E-05
04/06/2026,18:03:37,9831,5.719363E-07,0.0001181413,-2.368408E-05
04/06/2026,18:03:38,9831.2,5.706984E-07,0.000118138,-2.36833E-05
04/06/2026,18:03:38,9831.4,5.694616E-07,0.0001181347,-2.368252E-05
04/06/2026,18:03:38,9831.6,5.682222E-07,0.0001181314,-2.368174E-05
04/06/2026,18:03:38,9831.8,5.669779E-07,0.0001181281,-2.368097E-05
